ID,Vietnamese_Text,English_Text,Vietnamese_Sound
word_rũ,rũ,to shake off (as in rũ bỏ),
word_tiêm,tiêm,to inject,
word_đền,đền,temple / to compensate,
word_xích,xích,chain / to move closer,
word_cạn,cạn,"shallow, dry (as in cạn kiệt)",
word_vứt,vứt,to throw away,
word_ngũ,ngũ,five (formal),
word_xạ,xạ,to shoot (as in xạ thủ),
word_giỡn,giỡn,to joke around (southern),
word_phái,phái,"faction, sect",
word_đạp,đạp,"to pedal, kick",
word_dò,dò,"to search, probe",
word_triều,triều,tide / dynasty,
word_truyện,truyện,story,
word_cược,cược,to bet (as in đặt cược),
word_billy,billy,Billy (name),
word_nương,nương,"to lean on, rely",
word_anna,anna,Anna (name),
word_vĩnh,vĩnh,eternal (as in vĩnh viễn),
word_đĩa,đĩa,"plate, disc",
word_chăng,chăng,perhaps (question particle),
word_lâm,lâm,forest / to fall into (a situation),
word_ruột,ruột,"intestines, core",
word_giơ,giơ,to raise (a hand),
word_kém,kém,weak / inferior,
word_jane,jane,Jane (name),
word_vầy,vầy,like this (informal),
word_hít,hít,to inhale,
word_tròn,tròn,round,
word_trói,trói,to tie up,
word_giật,giật,"to snatch, jerk",
word_heo,heo,pig (southern),
word_he,he,(English),
word_carl,carl,Carl (name),
word_van,van,to plead / van (vehicle),
word_dave,dave,Dave (name),
word_xóm,xóm,neighborhood / hamlet,
word_hoan,hoan,joy (as in hoan nghênh),
word_gợi,gợi,to evoke (as in gợi ý = suggest),
word_tịch,tịch,(in tịch thu = confiscate),
word_tụ,tụ,to gather (as in tụ tập),
word_thiêu,thiêu,to burn (as in thiêu đốt),
word_right,right,(English),
word_hiếp,hiếp,to rape / oppress,
word_nụ,nụ,bud (flower),
word_lò,lò,oven / furnace,
word_thối,thối,to give change / rotten,
word_chủng,chủng,"species, race",
word_vườn,vườn,garden,
word_cột,cột,pillar / to tie,
word_ốm,ốm,"sick, thin",
word_thụ,thụ,to receive (as in thụ hưởng),
word_váy,váy,"skirt, dress",
word_dáng,dáng,"figure, shape (of body)",
word_mét,mét,meter,
word_ủy,ủy,(in ủy ban = committee),
word_má,má,mom (southern) / cheek,
word_mãn,mãn,satisfied (as in mãn nguyện),
word_chuông,chuông,bell,
word_vỏ,vỏ,"shell, cover",
word_thiếp,thiếp,concubine / to nod off,
word_đàng,đàng,"way, direction (informal)",
word_đồi,đồi,hill,
word_nạ,nạ,(in mặt nạ = mask),
word_bự,bự,big (informal),
word_huống,huống,(in huống chi = let alone),
word_hàn,hàn,cold (formal) / Korea / to weld,
word_cai,cai,to quit (an addiction) / overseer,
word_ưu,ưu,priority / excellent,
word_bối,bối,(in bối rối = confused),
word_eddie,eddie,Eddie (name),
word_mềm,mềm,soft,
word_hang,hang,cave,
word_gỡ,gỡ,"to untangle, remove",
word_san,san,"to level, share",
word_lặn,lặn,to dive,
word_with,with,(English),
word_cu,cu,penis (informal),
word_richard,richard,Richard (name),
word_tùng,tùng,pine tree (in names),
word_giáp,giáp,armor / adjacent,
word_quyến,quyến,(in quyến rũ = seductive),
word_ngọc,ngọc,"jade, gem",
word_london,london,London,
word_mỏ,mỏ,beak / mine (mineral),
word_ghen,ghen,jealous (romantically),
word_gỗ,gỗ,wood,
word_đẻ,đẻ,to give birth,
word_quỳ,quỳ,to kneel,
word_hiếm,hiếm,rare,
word_jake,jake,Jake (name),
word_tia,tia,"ray, beam",
word_cuồng,cuồng,crazy about (as in cuồng nhiệt),
word_cỗ,cỗ,feast / (machine classifier),
word_tân,tân,new (formal),
word_quỹ,quỹ,fund,
word_viễn,viễn,"far, distant (as in viễn thông)",
word_mr.,mr.,Mr.,
word_dã,dã,wild (as in dã man),
word_tàng,tàng,"to hide, conceal (as in tàng hình)",
word_diệu,diệu,wonderful (as in kỳ diệu),
word_tràn,tràn,to overflow,
word_vốn,vốn,capital (money) / originally,
word_matt,matt,Matt (name),
word_nhịp,nhịp,"rhythm, beat",
word_phổi,phổi,lungs,
word_điển,điển,(in từ điển = dictionary),
word_mexico,mexico,Mexico,
word_khoác,khoác,"to drape, wear over shoulders",
word_quét,quét,to sweep,
word_than,than,coal / to complain,
word_rẽ,rẽ,to turn,
word_béo,béo,fat,
word_thao,thao,(in thể thao = sports),
word_thiệp,thiệp,greeting card / to intervene,
word_bực,bực,annoyed,
word_ll,ll,(fragment),
word_tony,tony,Tony (name),
word_khoẻ,khoẻ,healthy,
word_cúi,cúi,"to bow, bend down",
word_trục,trục,axis,
word_bổ,bổ,nutritious / to split,
word_tô,tô,bowl / to paint,
word_yes,yes,yes,
word_trinh,trinh,"virgin, chaste",
word_ngớ,ngớ,(in ngớ ngẩn = silly),
word_trùm,trùm,"boss, godfather (crime) / to cover",
word_camera,camera,camera,
word_thỏ,thỏ,rabbit,
word_huyền,huyền,mysterious (as in huyền bí),
word_gối,gối,pillow / knee (đầu gối),
word_vững,vững,stable / firm,
word_kiệt,kiệt,exhausted / talented (as in hào kiệt),
word_ngẩn,ngẩn,(in ngẩn ngơ = dazed),
word_lợn,lợn,pig,
word_khích,khích,to provoke (as in kích khích),
word_ch00ffff,ch00ffff,(subtitle formatting artifact),
word_thắc,thắc,(in thắc mắc = wonder/question),
word_nộp,nộp,to submit / pay,
word_robert,robert,Robert (name),
word_sợi,sợi,"strand, thread",
word_chấn,chấn,to shock (as in chấn động),
word_william,william,William (name),
word_come,come,(English),
word_dưỡng,dưỡng,to nourish (as in dưỡng bệnh),
word_bạch,bạch,white (formal),
word_chiêu,chiêu,"trick, move / to recruit",
word_bớt,bớt,to reduce,
word_đinh,đinh,nail (hardware),
word_cắm,cắm,to plant / plug in,
word_daniel,daniel,Daniel (name),
word_báu,báu,precious (as in quý báu),
word_up,up,to upload,
word_ngửi,ngửi,to smell (verb),
word_nghìn,nghìn,thousand,
word_dùm,dùm,"to help (informal, southern)",
word_đòn,đòn,"a blow, stick",
word_góp,góp,to contribute,
word_bê,bê,calf (young cow) / to carry (bê vác),
word_xăng,xăng,gasoline,
word_phoebe,phoebe,Phoebe (name),
word_cơm,cơm,rice / meal,
word_taxi,taxi,taxi,
word_rẻ,rẻ,cheap,
word_martin,martin,Martin (name),
word_loạt,loạt,"series, batch",
word_co,co,to shrink,
word_adam,adam,Adam (name),
word_khói,khói,smoke,
word_gồm,gồm,to include,
word_gục,gục,"to collapse, slump",
word_ti,ti,"(fragment, informal)",
word_steve,steve,Steve (name),
word_lót,lót,"to line, pad",
word_sướng,sướng,pleasurable,
word_gánh,gánh,"to carry (shoulder pole), burden",
word_ve,ve,cicada / (in ve chai = scrap collector),
word_đắn,đắn,(in đắn đo = hesitate),
word_ong,ong,bee,
word_kevin,kevin,Kevin (name),
word_nghèo,nghèo,poor,
word_rốt,rốt,(in rốt cuộc = in the end),
word_nhi,nhi,"child (formal, as in nhi đồng)",
word_ướt,ướt,wet,
word_hoài,hoài,constantly / forever (colloquial),
word_chui,chui,to crawl through,
word_cảng,cảng,port (as in hải cảng),
word_gạt,gạt,"to deceive, wipe away",
word_suất,suất,"portion, quota",
word_ồn,ồn,noisy,
word_johnny,johnny,Johnny (name),
word_mmm,mmm,mmm,
word_xé,xé,to tear,
word_việt,việt,Viet (as in Việt Nam),
word_dean,dean,Dean (name),
word_vả,vả,to slap,
word_virus,virus,virus,
word_lau,lau,to wipe,
word_bến,bến,station / pier,
word_râu,râu,"beard, mustache",
word_like,like,(English),
word_ưa,ưa,"to prefer, like",
word_thà,thà,rather (as in thà rằng),
word_ngưỡng,ngưỡng,threshold / to admire,
word_scott,scott,Scott (name),
word_xì,xì,"to hiss, leak (air)",
word_thô,thô,"rough, crude",
word_shh,shh,shh,
word_bậc,bậc,"level, rank",
word_cuộn,cuộn,"to roll, coil",
word_xuân,xuân,spring (season),
word_stark,stark,Stark (name),
word_but,but,(English),
word_lặp,lặp,to repeat,
word_ngưng,ngưng,to stop,
word_biện,biện,"to argue, defend (as in biện hộ)",
word_charles,charles,Charles (name),
word_tò,tò,(in tò mò = curious),
word_just,just,(English),
word_one,one,(English),
word_khoảnh,khoảnh,(in khoảnh khắc = moment),
word_tuyển,tuyển,"to select, recruit",
word_khớp,khớp,joint (body) / to match,
word_chris,chris,Chris (name),
word_robot,robot,robot,
word_bề,bề,"side, surface",
word_are,are,(English),
word_sụp,sụp,to collapse,
word_trú,trú,to take shelter (as in trú ẩn),
word_phấn,phấn,"powder, chalk / excited (phấn khích)",
word_dày,dày,thick,
word_đê,đê,dike / low (compound),
word_trương,trương,to swell,
word_lén,lén,secretly,
word_nắng,nắng,sunny,
word_trật,trật,"wrong, off-track (as in trật tự = order)",
word_arthur,arthur,Arthur (name),
word_giang,giang,"river (formal, place names)",
word_chốt,chốt,"to finalize, checkpoint",
word_vở,vở,notebook / play (theater),
word_sung,sung,abundant (as in sung túc) / fig,
word_nhí,nhí,"little, small (cute)",
word_khoang,khoang,compartment,
word_cậy,cậy,to rely on (as in cậy nhờ),
word_bọc,bọc,to wrap,
word_buýt,buýt,bus (as in xe buýt),
word_đàm,đàm,to converse (as in đàm phán),
word_nathan,nathan,Nathan (name),
word_got,got,(English),
word_ái,ái,"love (formal, as in ái tình)",
word_alô,alô,hello (on phone),
word_nhàng,nhàng,(in nhẹ nhàng = gentle),
word_3chff1000,3chff1000,(subtitle formatting artifact),
word_trúc,trúc,bamboo,
word_bắp,bắp,corn / calf (leg),
word_nôn,nôn,to vomit,
word_mọc,mọc,"to grow, sprout",
word_thắt,thắt,"to tighten, tie",
word_cự,cự,"to argue, resist",
word_sốc,sốc,shocked,
word_aah,aah,aah,
word_video,video,video,
word_tam,tam,three (formal),
word_chợ,chợ,market,
word_bó,bó,bundle,
word_nhặt,nhặt,to pick up,
word_love,love,love,
word_brian,brian,Brian (name),
word_ván,ván,"board, plank / a game round",
word_hannah,hannah,Hannah (name),
word_hâm,hâm,to reheat / silly (slang),
word_baby,baby,baby,
word_alice,alice,Alice (name),
word_lược,lược,comb / summary (as in lược sử),
word_thuế,thuế,tax,
word_morgan,morgan,Morgan (name),
word_thomas,thomas,Thomas (name),
word_quận,quận,district,
word_ngào,ngào,(in ngọt ngào = sweet),
word_ngoái,ngoái,(in ngoái lại = to look back),
word_rào,rào,fence,
word_not,not,(English),
word_bồn,bồn,"basin, tub",
word_x,x,(fragment),
word_dan,dan,Dan (name),
word_va,va,to bump / collide,
word_phối,phối,"to combine, mate (as in phối hợp)",
word_ngành,ngành,field / industry,
word_rome,rome,Rome,
word_bọ,bọ,"bug, insect",
word_mổ,mổ,"to operate (surgery), butcher",
word_cia,cia,CIA,
word_get,get,(English),
word_phật,phật,Buddha,
word_ooh,ooh,ooh,
word_thỉu,thỉu,(in bẩn thỉu = dirty),
word_lưới,lưới,net,
word_dư,dư,surplus / extra,
word_khoá,khoá,lock / key,
word_chép,chép,"to copy, write down",
word_washington,washington,Washington,
word_red,red,red,
word_nhét,nhét,"to stuff, insert",
word_hệt,hệt,exactly alike (as in giống hệt),
word_thác,thác,waterfall,
word_đáo,đáo,(in đáo hạn = due date),
word_chu,chu,(in chu đáo = thoughtful),
word_kate,kate,Kate (name),
word_giặt,giặt,to wash (clothes),
word_hoạn,hoạn,"misfortune (formal, rare)",
word_mươi,mươi,about ten (counting unit),
word_cụt,cụt,cut short / amputated,
word_out,out,(English),
word_ngắt,ngắt,"to cut off, interrupt",
word_dắt,dắt,to lead by hand,
word_vong,vong,"to lose, forget (as in vong ơn)",
word_hước,hước,(in hài hước = funny),
word_thạch,thạch,"stone (formal, as in hóa thạch)",
word_de,de,(fragment),
word_tầu,tầu,ship (variant of tàu),
word_rủa,rủa,to curse,
word_trữ,trữ,to store (as in dự trữ),
word_đứt,đứt,"to snap, break (like a string)",
word_jesus,jesus,Jesus,
word_kỵ,kỵ,"to avoid, taboo",
word_gậy,gậy,"stick, cane",
word_mớ,mớ,"a bunch, mess",
word_kênh,kênh,channel,
word_bút,bút,pen,
word_nhấn,nhấn,to press,
word_have,have,(English),
word_ghép,ghép,"to combine, splice",
word_vang,vang,to resound / red wine (rượu vang),
word_walter,walter,Walter (name),
word_móng,móng,"nail (finger), hoof",
word_thuần,thuần,pure (as in thuần khiết),
word_tỏa,tỏa,"to spread, radiate",
word_khúc,khúc,"section, piece (of music)",
word_đạc,đạc,(in đo đạc = measure),
word_xông,xông,"to rush in, fumigate",
word_chén,chén,small bowl,
word_bể,bể,to break / pool (bể bơi),
word_cài,cài,"to insert, install",
word_hiền,hiền,gentle,
word_nhá,nhá,"okay? (particle, southern)",
word_pete,pete,Pete (name),
word_xô,xô,to push / bucket,
word_cưỡng,cưỡng,to force (as in cưỡng ép),
word_cống,cống,sewer / tribute,
word_rộn,rộn,bustling (as in rộn ràng),
word_cựu,cựu,former (as in cựu chiến binh),
word_voi,voi,elephant,
word_chăn,chăn,blanket,
word_đo,đo,to measure,
word_nạp,nạp,"to charge, load",
word_yo,yo,yo,
word_bobby,bobby,Bobby (name),
word_city,city,city,
word_xài,xài,"to use, spend (southern)",
word_nhạy,nhạy,sensitive,
word_xí,xí,"(informal, as in xí phần = claim a share)",
word_dàn,dàn,"array, cast (of a show)",
word_sờ,sờ,"to touch, feel",
word_chóc,chóc,"(in chim chóc = birds, collective)",
word_rick,rick,Rick (name),
word_nỗ,nỗ,(in nỗ lực = effort),
word_cường,cường,strong (as in cường độ),
word_cạo,cạo,"to shave, scrape",
word_andy,andy,Andy (name),
word_vắng,vắng,"absent, deserted",
word_tảng,tảng,a large chunk (as in tảng đá),
word_doug,doug,Doug (name),
word_rỗng,rỗng,"hollow, empty",
word_hưu,hưu,(in nghỉ hưu = retire),
word_kê,kê,to prescribe / chicken (formal),
word_francis,francis,Francis (name),
word_wilson,wilson,Wilson (name),
word_cấu,cấu,(in cấu trúc = structure),
word_dãy,dãy,"row, range",
word_finch,finch,Finch (name),
word_there,there,(English),
word_hank,hank,Hank (name),
word_ngập,ngập,flooded,
word_ow,ow,ow,
word_đắt,đắt,expensive,
word_lật,lật,to flip over,
word_độn,độn,"to pad, stuff",
word_dại,dại,"foolish, wild (rabid)",
word_hắc,hắc,"black (formal, as in hắc ám)",
word_khen,khen,to praise,
word_marty,marty,Marty (name),
word_côn,côn,(in côn trùng = insect),
word_ted,ted,Ted (name),
word_mờ,mờ,blurry,
word_hiển,hiển,(in hiển nhiên = obvious),
word_đệch,đệch,(vulgar expletive),
word_đô-la,đô-la,dollar,
word_tráng,tráng,"to coat / strong, robust",
word_pin,pin,battery,
word_xế,xế,vehicle (slang) / afternoon (informal),
word_now,now,(English),
word_gọn,gọn,tidy / compact,
word_nốt,nốt,mole (skin) / musical note,
word_quấy,quấy,"to disturb, stir",
word_hoá,hoá,to become / chemical (as in culture),
word_queen,queen,queen,
word_hello,hello,hello,
word_khoai,khoai,potato / yam,
word_ryan,ryan,Ryan (name),
word_maria,maria,Maria (name),
word_gõ,gõ,"to knock, type",
word_was,was,(English),
word_amy,amy,Amy (name),
word_bruce,bruce,Bruce (name),
word_nho,nho,grape,
word_đoạt,đoạt,to seize (as in đoạt giải),
word_chém,chém,"to slash, chop",
word_đãi,đãi,to treat (someone to something),
word_dược,dược,"medicine (formal, as in dược phẩm)",
word_if,if,(English),
word_khoái,khoái,"pleased, delighted",
word_radio,radio,radio,
word_đếch,đếch,(vulgar negation),
word_nọ,nọ,"that (one), aforementioned",
word_khấu,khấu,(in khấu trừ = deduct),
word_texas,texas,Texas,
word_rảnh,rảnh,free (time),
word_lăn,lăn,to roll,
word_lỏng,lỏng,"loose, liquid",
word_hoãn,hoãn,to postpone,
word_cừu,cừu,sheep,
word_xíu,xíu,a tiny bit,
word_mây,mây,cloud,
word_mm,mm,mm,
word_bầy,bầy,"flock, herd",
word_blur12,blur12,(subtitle formatting artifact),
word_toà,toà,"court, building (variant)",
word_té,té,to fall (southern),
word_chuộc,chuộc,to redeem,
word_fscx70,fscx70,(subtitle formatting artifact),
word_fscy120,fscy120,(subtitle formatting artifact),
word_viêm,viêm,inflammation (as in viêm phổi),
word_lồng,lồng,cage / to insert,
word_dỗ,dỗ,"to soothe, coax",
word_fscx110,fscx110,(subtitle formatting artifact),
word_katie,katie,Katie (name),
word_cò,cò,stork / trigger (gun),
word_nuốt,nuốt,to swallow,
word_jones,jones,Jones (name),
word_they,they,(English),
word_lê,lê,pear / to drag (as in lê bước),
word_ơ,ơ,huh? (surprise particle),
word_run,run,to shiver,
word_tể,tể,"(archaic, as in tể tướng = prime minister)",
word_ngộ,ngộ,to realize (Buddhist term) / cute (southern slang),
word_good,good,good,
word_victor,victor,Victor (name),
word_nhu,nhu,"soft, gentle",
word_bù,bù,to compensate (as in bù đắp),
word_su,su,(in su su = chayote),
word_dọc,dọc,along / vertical,
word_gordon,gordon,Gordon (name),
word_bẻ,bẻ,to break off (by hand),
word_roy,roy,Roy (name),
word_vạn,vạn,ten thousand,
word_lạp,lạp,(in lạp xưởng = Chinese sausage),
word_simon,simon,Simon (name),
word_mực,mực,ink / squid,
word_xà,xà,snake (formal) / (in xà phòng = soap),
word_here,here,(English),
word_đai,đai,belt (as in đai đen),
word_ranh,ranh,boundary / mischievous (informal),
word_trưng,trưng,to display (as in trưng bày),
word_hằng,hằng,"constant, everyday",
word_lincoln,lincoln,Lincoln,
word_hố,hố,"pit, hole",
word_sherlock,sherlock,Sherlock,
word_đà,đà,(in place names),
word_rung,rung,"to shake, vibrate",
word_annie,annie,Annie (name),
word_eric,eric,Eric (name),
word_thói,thói,habit (as in thói quen),
word_họng,họng,throat,
word_wayne,wayne,Wayne (name),
word_rưỡi,rưỡi,and a half,
word_hạm,hạm,(in hạm đội = fleet),
word_xưởng,xưởng,workshop / factory,
word_nhấc,nhấc,to lift,
word_tẩy,tẩy,"to erase, remove (stains)",
word_vặt,vặt,"trivial, small / to pluck",
word_edward,edward,Edward (name),
word_lăng,lăng,"tomb, mausoleum",
word_mại,mại,(in thương mại = commerce),
word_carter,carter,Carter (name),
word_trích,trích,"to extract, cite",
word_jesse,jesse,Jesse (name),
word_châm,châm,"to sting, needle (as in châm cứu)",
word_king,king,king,
word_cưỡi,cưỡi,to ride (an animal),
word_sean,sean,Sean (name),
word_vịt,vịt,duck,
word_trộn,trộn,to mix,
word_giùm,giùm,"to help (informal, southern)",
word_dịp,dịp,occasion,
word_tát,tát,to slap,
word_tiềm,tiềm,(in tiềm năng = potential),
word_ối,ối,oh! (surprise/pain),
word_trân,trân,(in trân trọng = respectfully),
word_time,time,(English),
word_đỗ,đỗ,to pass (exam) / to park,
word_giảng,giảng,"to lecture, preach",
word_let,let,(English),
word_al,al,Al (name),
word_rớt,rớt,"to fail, fall (southern)",
word_uhm,uhm,uhm,
word_nhện,nhện,spider,
word_muôn,muôn,ten thousand / countless (archaic),
word_j,j,(fragment),
word_xăm,xăm,tattoo,
word_lắc,lắc,to shake,
word_tông,tông,to collide with / tone (music),
word_phun,phun,to spray,
word_hitler,hitler,Hitler,
word_jason,jason,Jason (name),
word_walt,walt,Walt (name),
word_non,non,"young, unripe",
word_gài,gài,"to hook, trap",
word_muối,muối,salt,
word_lẻ,lẻ,odd (number) / retail,
word_lắp,lắp,"to install, assemble",
word_tiễn,tiễn,to see off,
word_cúp,cúp,trophy / to hang up (phone),
word_huỷ,huỷ,to cancel,
word_kiệm,kiệm,frugal (as in tiết kiệm),
word_bột,bột,"powder, flour",
word_chiên,chiên,to fry,
word_nón,nón,conical hat,
word_chằm,chằm,(in chằm chằm = staring intently),
word_amen,amen,amen,
word_gay,gay,gay,
word_tăm,tăm,toothpick,
word_súc,súc,(in gia súc = livestock),
word_emma,emma,Emma (name),
word_thâm,thâm,"deep, dark (bruise) / scheming",
word_phú,phú,wealthy (as in phú quý),
word_hở,hở,"open, exposed / huh? (particle)",
word_marcus,marcus,Marcus (name),
word_vất,vất,to throw away / hard-working (vất vả),
word_đẳng,đẳng,"level, rank",
word_bã,bã,"residue, dregs",
word_thơm,thơm,fragrant / pineapple (southern),
word_sẹo,sẹo,scar,
word_amanda,amanda,Amanda (name),
word_tật,tật,"disability, bad habit",
word_tần,tần,frequency (as in tần số),
word_chuy,chuy,(fragment),
word_lột,lột,"to strip, peel",
word_xá,xá,"(archaic, as in xin xá tội)",
word_lều,lều,tent,
word_thầm,thầm,"quietly, secretly",
word_đậy,đậy,to cover (with a lid),
word_tào,tào,"(in Tào Tháo, name; archaic)",
word_tản,tản,to disperse (as in tản ra),
word_fiona,fiona,Fiona (name),
word_hãng,hãng,company / brand,
word_ed,ed,Ed (name),
word_bye,bye,bye,
word_tê,tê,numb,
word_nhã,nhã,elegant (as in tao nhã),
word_rưởi,rưởi,half (variant of rưỡi),
word_mu,mu,(in mu bàn tay = back of hand),
word_điếu,điếu,cigarette (classifier),
word_ragnar,ragnar,Ragnar (name),
word_rủi,rủi,unlucky (as in rủi ro),
word_pizza,pizza,pizza,
word_kiêu,kiêu,arrogant (as in kiêu ngạo),
word_jackson,jackson,Jackson (name),
word_xộn,xộn,(in lộn xộn = messy),
word_luân,luân,(in luân phiên = alternate),
word_harold,harold,Harold (name),
word_gươm,gươm,sword,
word_rỉ,rỉ,to rust / to whisper,
word_chicago,chicago,Chicago,
word_dập,dập,"to extinguish, crush",
word_miller,miller,Miller (name),
word_đáy,đáy,bottom,
word_múa,múa,to dance (traditional),
word_dâng,dâng,"to offer, present respectfully",
word_luke,luke,Luke (name),
word_quí,quí,precious (variant of quý),
word_két,két,safe (valuables) / crate,
word_lọ,lọ,"jar, bottle",
word_vincent,vincent,Vincent (name),
word_los,los,"(fragment, as in Los Angeles)",
word_thoả,thoả,satisfied (as in thoả mãn),
word_gớm,gớm,"disgusting, terrible",
word_kèn,kèn,"trumpet, horn",
word_chase,chase,Chase (name),
word_sét,sét,lightning bolt,
word_rập,rập,(in khuôn rập = mold/template),
word_buồng,buồng,"room, chamber (as in buồng trứng)",
word_dịu,dịu,"gentle, soothing",
word_chuồn,chuồn,to flee (informal) / dragonfly,
word_đè,đè,to press down on,
word_lây,lây,to be contagious (as in lây lan),
word_ethan,ethan,Ethan (name),
word_ward,ward,Ward (name),
word_when,when,(English),
word_lucy,lucy,Lucy (name),
word_tị,tị,to be jealous (as in ganh tị),
word_lùn,lùn,short (height),
word_chuyền,chuyền,to pass (a ball),
word_chớp,chớp,"to flash, blink",
word_tyler,tyler,Tyler (name),
word_mm-hmm,mm-hmm,mm-hmm,
word_àh,àh,ah (particle),
word_hiro,hiro,Hiro (name),
word_khảo,khảo,"to examine, research",
word_bấm,bấm,to press (a button),
word_lily,lily,Lily (name),
word_banh,banh,ball (southern),
word_thiêng,thiêng,sacred,
word_down,down,to download,
word_dơ,dơ,dirty (southern),
word_thea,thea,Thea (name),
word_california,california,California,
word_louis,louis,Louis (name),
word_yểm,yểm,"to suppress, ward off",
word_whoo,whoo,whoo,
word_trèo,trèo,to climb,
word_ngậm,ngậm,to hold in mouth,
word_trồng,trồng,to plant,
word_chày,chày,pestle (cooking tool),
word_nhằm,nhằm,"to aim at, coincide with",
word_bùa,bùa,"amulet, charm",
word_hàm,hàm,jaw / implication (hàm ý),
word_underwood,underwood,Underwood (name),
word_chua,chua,sour,
word_lố,lố,(in lố bịch = ridiculous),
word_phổ,phổ,"(in phổ biến = common, widespread)",
word_còng,còng,handcuffs / hunched,
word_làn,làn,lane / wave (radio),
word_khỏa,khỏa,(in khỏa thân = naked),
word_rose,rose,rose,
word_tui,tui,"I/me (informal, southern)",
word_nhở,nhở,"(informal particle, similar to nhỉ)",
word_laurel,laurel,Laurel (name),
word_ngẫu,ngẫu,(in ngẫu nhiên = random),
word_dê,dê,goat,
word_đệt,đệt,(fragment),
word_clay,clay,Clay (name),
word_vay,vay,to borrow (money),
word_molly,molly,Molly (name),
word_yi,yi,(fragment),
word_thép,thép,steel,
word_cà-phê,cà-phê,coffee,
word_sánh,sánh,to compare (as in so sánh),
word_cốt,cốt,essence / core,
word_chuck,chuck,Chuck (name),
word_vịnh,vịnh,"bay, gulf",
word_suỵt,suỵt,shh (hushing sound),
word_trầm,trầm,"deep, low (voice) / calm",
word_lisa,lisa,Lisa (name),
word_chuỗi,chuỗi,"chain, series",
word_thuỷ,thuỷ,water (variant of thủy),
word_nếm,nếm,to taste,
word_thung,thung,(in thung lũng = valley),
word_sưu,sưu,(in sưu tầm = collect),
word_lucas,lucas,Lucas (name),
word_đính,đính,to attach (as in đính kèm),
word_vỗ,vỗ,"to clap, pat",
word_khinh,khinh,"to look down on, despise",
word_lũng,lũng,(in thung lũng = valley),
word_bịch,bịch,"bag, sack",
word_ủi,ủi,to iron (clothes),
word_chuồng,chuồng,"cage, coop (animal)",
word_lờ,lờ,to ignore,
word_ngư,ngư,"fish (formal, as in ngư dân)",
word_quãng,quãng,"a stretch, span",
word_phudeviet.org,phudeviet.org,(subtitle credit URL),
word_phiêu,phiêu,(in phiêu lưu = adventure),
word_phil,phil,Phil (name),
word_ngh,ngh,(fragment),
word_dán,dán,"to stick, paste",
word_uy,uy,"authority, prestige",
word_chĩa,chĩa,to point (a weapon) at,
word_walker,walker,Walker (name),
word_gary,gary,Gary (name),
word_vải,vải,fabric / lychee,
word_vạch,vạch,"to mark, draw a line",
word_sườn,sườn,ribs / side,
word_gideon,gideon,Gideon (name),
word_garcia,garcia,Garcia (name),
word_qu,qu,(fragment),
word_đấng,đấng,(honorific title),
word_rock,rock,rock (music/stone),
word_who,who,(English),
word_maggie,maggie,Maggie (name),
word_jerry,jerry,Jerry (name),
word_sảnh,sảnh,"hall, lobby",
word_căm,căm,resentful (as in căm ghét),
word_nã,nã,(in truy nã = wanted by police),
word_chinh,chinh,to conquer (as in chinh phục),
word_nhị,nhị,two (formal),
word_liễu,liễu,willow tree,
word_củ,củ,(root-vegetable classifier),
word_khử,khử,to eliminate (as in khử trùng),
word_white,white,white,
word_ham,ham,"to be keen on, greedy for",
word_quầy,quầy,"counter, stall",
word_búp,búp,bud (as in búp bê = doll),
word_lấp,lấp,to fill in (a hole),
word_jordan,jordan,Jordan (name),
word_khao,khao,"to treat (someone), thirst for",
word_lọc,lọc,to filter,
word_cớ,cớ,"reason, excuse",
word_spartacus,spartacus,Spartacus,
word_at,at,(English),
word_kẹp,kẹp,"to clip, clamp",
word_mia,mia,Mia (name),
word_láo,láo,"rude, insolent",
word_carrie,carrie,Carrie (name),
word_thiểu,thiểu,(in thiểu số = minority),
word_bơ,bơ,butter,
word_đợt,đợt,"wave, batch",
word_diệp,diệp,"leaf (formal, as in diệp lục)",
word_khán,khán,(in khán giả = audience),
word_rể,rể,son-in-law,
word_ngất,ngất,to faint,
word_vú,vú,breast (anatomical),
word_sọ,sọ,skull,
word_nhường,nhường,"to yield, give way",
word_nàn,nàn,(in nghèo nàn = poor/lacking),
word_angela,angela,Angela (name),
word_khẳng,khẳng,(in khẳng định = affirm),
word_khôi,khôi,(in khôi phục = restore),
word_ro,ro,(fragment),
word_nghịch,nghịch,mischievous,
word_lượn,lượn,"to glide, hover",
word_điền,điền,to fill in (a form),
word_see,see,(English),
word_tặc,tặc,"pirate, hacker",
word_dội,dội,"to echo, resound",
word_smith,smith,Smith (name),
word_hãm,hãm,"to brake, hold back",
word_đĩ,đĩ,prostitute (vulgar),
word_cẩu,cẩu,dog (formal/derogatory),
word_sắm,sắm,to shop for (as in mua sắm),
word_nhổ,nhổ,"to pull out, spit",
word_xả,xả,"to release, discharge",
word_bàng,bàng,(fragment),
word_lung,lung,(in lung lay = shaky),
word_nâu,nâu,brown,
word_tứ,tứ,four (formal),
word_vegas,vegas,Vegas,
word_lận,lận,hard luck / trick,
word_holmes,holmes,Holmes (name),
word_giọt,giọt,drop (of liquid),
word_cafe,cafe,cafe,
word_đố,đố,to challenge with a riddle,
word_pablo,pablo,Pablo (name),
word_hãnh,hãnh,(in hãnh diện = proud),
