ID,Vietnamese_Text,English_Text,Vietnamese_Sound
lesson_l61_d1,Vâng. Cho tôi đến chợ Đồng Xuân.,Yes. Please take me to Dong Xuan market.,
lesson_l61_d2,"Được rồi, lên xe đi.","Alright, get on the bike.",
lesson_l61_d3,"Anh ơi, dừng lại ở đây nhé.","Excuse me, please stop here.",
lesson_l61_d4,Tới nơi rồi. Của bạn là năm mươi nghìn.,We're here. Your total is fifty thousand.,
lesson_l61_d5,Gửi anh tiền. Cảm ơn anh.,Here is the money. Thank you.,
lesson_l61_v0,xe ôm,motorbike taxi,
lesson_l61_v1,đến,to go to,
lesson_l61_v2,dừng lại,to stop,
lesson_l61_v3,tới nơi,to arrive at the destination,
lesson_l61_v4,nghìn,thousand,
lesson_l61_v5,gửi,to hand over,
lesson_l61_v6,đi thẳng,to go straight,
lesson_l61_v7,chợ,market,
lesson_l61_v8,lên xe,to get on the vehicle,
lesson_l61_v9,ở đây,here,
lesson_l61_v10,năm mươi,fifty,
lesson_l61_v11,tiền,money,
lesson_l61_v12,mũ bảo hiểm,helmet,
lesson_l62_d0,"Xin chào, tiệm tóc xin nghe ạ.","Hello, hair salon here.",
lesson_l62_d1,"Chào bạn, tôi muốn đặt lịch cắt tóc.","Hello, I want to book a haircut appointment.",
lesson_l62_d2,Bạn muốn đến vào thứ mấy ạ?,What day of the week do you want to come?,
lesson_l62_d3,Thứ Sáu tuần này có được không?,Is this Friday okay?,
lesson_l62_d4,Thứ Sáu hết chỗ rồi ạ. Thứ Bảy được không?,Friday is fully booked. Is Saturday okay?,
lesson_l62_d5,"Được, vậy tôi đặt thứ Bảy nhé.","Okay, then I'll book Saturday.",
lesson_l62_v0,tiệm tóc,hair salon,
lesson_l62_v1,cắt tóc,to cut hair,
lesson_l62_v2,tuần này,this week,
lesson_l62_v3,thứ Hai,Monday,
lesson_l62_v4,thứ Tư,Wednesday,
lesson_l62_v5,thứ Sáu,Friday,
lesson_l62_v6,Chủ nhật,Sunday,
lesson_l62_v7,đặt lịch,to book an appointment,
lesson_l62_v8,thứ mấy,what day of the week,
lesson_l62_v9,hết chỗ,fully booked,
lesson_l62_v10,thứ Ba,Tuesday,
lesson_l62_v11,thứ Năm,Thursday,
lesson_l62_v12,thứ Bảy,Saturday,
lesson_l62_v13,tuần sau,next week,
lesson_t1_d0,"Chào anh, quán mình có nhiều món nướng lắm ạ. Anh muốn ăn gì ạ?","Hello, our restaurant has lots of grilled dishes. What would you like to eat?",
lesson_t1_d1,Cho tôi một phần bò nướng và một phần tôm nướng nhé.,Give me one order of grilled beef and one order of grilled shrimp.,
lesson_t1_d2,Dạ được. Anh có muốn uống bia không ạ?,Sure. Would you like to drink beer?,
lesson_t1_d3,"Có, cho tôi một chai bia nữa.","Yes, give me a bottle of beer too.",
lesson_t1_v0,nướng,to grill,
lesson_t1_v1,bò,beef,
lesson_t1_v2,tôm,shrimp,
lesson_t1_v3,phần,portion / order,
lesson_t1_v4,bia,beer,
lesson_t1_v5,chai,bottle,
lesson_t1_v6,quán,restaurant / shop,
lesson_t1_v7,món,dish,
lesson_t2_d0,"Chào chị, chị muốn uống gì ạ?","Hello, what would you like to drink?",
lesson_t2_d1,Cho tôi một ly cà phê sữa đá nhé.,Give me a glass of iced milk coffee.,
lesson_t2_d2,"Dạ, chị có muốn thêm đường không ạ?","Sure, would you like extra sugar?",
lesson_t2_d3,"Không, cảm ơn. Vậy đủ rồi.","No, thank you. That's enough.",
lesson_t2_v0,uống,to drink,
lesson_t2_v1,ly,glass / cup,
lesson_t2_v2,cà phê,coffee,
lesson_t2_v3,sữa,milk,
lesson_t2_v4,đá,ice,
lesson_t2_v5,đường,sugar,
lesson_t2_v6,thêm,to add / more,
lesson_t2_v7,đủ,enough,
lesson_t3_d0,"Chị ơi, bánh mì nóng nè, chị mua không?","Hey, hot bánh mì here, would you like to buy some?",
lesson_t3_d1,"Dạ có, cho em một ổ bánh mì thịt nhé.","Yes, give me one bánh mì with meat.",
lesson_t3_d2,Em có ăn cay không?,Do you eat spicy food?,
lesson_t3_d3,"Dạ có, cho em nhiều ớt một chút.","Yes, give me a bit more chili.",
lesson_t3_v0,bánh mì,Vietnamese baguette sandwich,
lesson_t3_v1,mua,to buy,
lesson_t3_v2,ổ,loaf (classifier for bread),
lesson_t3_v3,thịt,meat,
lesson_t3_v4,cay,spicy,
lesson_t3_v5,ớt,chili,
lesson_t3_v6,nóng,hot,
lesson_t3_v7,một chút,a little / a bit,
lesson_t4_d0,"Alo, tôi muốn đặt bàn cho tối nay ạ.","Hello, I'd like to reserve a table for tonight.",
lesson_t4_d1,"Dạ được, anh muốn đặt cho mấy giờ ạ?","Sure, what time would you like to reserve for?",
lesson_t4_d2,"Cho tôi bàn lúc bảy giờ, khoảng bốn người.","A table at seven o'clock, about four people.",
lesson_t4_d3,"Dạ, em đã đặt bàn cho anh rồi ạ.","Okay, I've reserved the table for you.",
lesson_t4_v0,đặt bàn,to reserve a table,
lesson_t4_v1,tối nay,tonight,
lesson_t4_v2,giờ,hour / o'clock,
lesson_t4_v3,lúc,at (a time),
lesson_t4_v4,khoảng,about / approximately,
lesson_t4_v5,bàn,table,
lesson_t4_v6,tối,evening,
lesson_t4_v7,đã,past tense marker,
lesson_t5_d0,Anh đã biết ăn món gì chưa ạ?,Have you decided what to eat yet?,
lesson_t5_d1,"Chưa, quán mình có món gì ngon không?","Not yet, does this restaurant have anything delicious?",
lesson_t5_d2,"Dạ, phở bò ở đây rất nổi tiếng, anh nên thử.","Yes, the beef pho here is very famous, you should try it.",
lesson_t5_d3,Vậy cho tôi một tô phở bò nhé.,Then give me a bowl of beef pho.,
lesson_t5_v0,món ngon,delicious dish,
lesson_t5_v1,nổi tiếng,famous,
lesson_t5_v2,nên,should,
lesson_t5_v3,thử,to try,
lesson_t5_v4,tô,bowl,
lesson_t5_v5,phở,pho noodle soup,
lesson_t5_v6,chưa,not yet,
lesson_t5_v7,biết,to know,
lesson_t6_d0,"Chào bạn, bạn muốn ăn gì?","Hi, what do you want to eat?",
lesson_t6_d1,"Mình bị dị ứng với hải sản, bạn có món nào không có hải sản không?","I'm allergic to seafood, do you have any dish without seafood?",
lesson_t6_d2,"Dạ có, mình có món chay và món gà ạ.","Yes, we have vegetarian dishes and chicken dishes.",
lesson_t6_d3,"Vậy cho mình một phần gà nhé, cảm ơn bạn.","Then give me one order of chicken, thank you.",
lesson_t6_v0,dị ứng,allergy,
lesson_t6_v1,hải sản,seafood,
lesson_t6_v2,món chay,vegetarian dish,
lesson_t6_v3,gà,chicken,
lesson_t6_v4,ăn chay,to eat vegetarian,
lesson_t6_v5,không có,to not have / without,
lesson_t6_v6,món ăn,dish / food,
lesson_t6_v7,kiêng,to avoid (a food),
lesson_t7_d0,"Chào bạn, bạn đi đâu vậy?","Hi, where are you going?",
lesson_t7_d1,Mình đi đến chợ để mua rau.,I'm going to the market to buy vegetables.,
lesson_t7_d2,"Vậy à, mình cũng đang đi chợ nè, đi chung không?","Oh really, I'm also going to the market, want to go together?",
lesson_t7_d3,"Được, đi chung cho vui!","Sure, let's go together for fun!",
lesson_t7_v0,đi đâu,where are you going,
lesson_t7_v1,chợ,market,
lesson_t7_v2,mua,to buy,
lesson_t7_v3,rau,vegetables,
lesson_t7_v4,đi chung,to go together,
lesson_t7_v5,đến,to arrive / to go to,
lesson_t7_v6,cũng,also,
lesson_t7_v7,vui,fun / happy,
lesson_t8_d0,Bạn thích ăn món gì nhất?,What dish do you like to eat the most?,
lesson_t8_d1,"Mình thích ăn phở, còn bạn thích gì?","I like eating pho, and what do you like?",
lesson_t8_d2,Mình thích uống cà phê sữa đá lắm.,I really like drinking iced milk coffee.,
lesson_t8_d3,"Ồ, mình cũng thích cà phê nữa!","Oh, I also like coffee too!",
lesson_t8_v0,thích,to like,
lesson_t8_v1,món ăn,dish,
lesson_t8_v2,phở,pho noodle soup,
lesson_t8_v3,cà phê sữa đá,iced milk coffee,
lesson_t8_v4,nhất,most,
lesson_t8_v5,nữa,also / more,
lesson_t8_v6,lắm,very much,
lesson_t8_v7,còn,as for / and,
lesson_t9_d0,"Chào cô, cô bán trà gì ạ?","Hello ma'am, what tea do you sell?",
lesson_t9_d1,"Cô có trà đá, trà chanh với trà sữa nè con.","I have iced tea, lemon tea, and milk tea, dear.",
lesson_t9_d2,"Cho con một ly trà chanh, bao nhiêu tiền vậy cô?","Give me one cup of lemon tea, how much is it?",
lesson_t9_d3,Mười lăm ngàn con nhé.,"Fifteen thousand dong, dear.",
lesson_t9_v0,trà,tea,
lesson_t9_v1,trà đá,iced tea,
lesson_t9_v2,trà chanh,lemon tea,
lesson_t9_v3,trà sữa,milk tea,
lesson_t9_v4,ly,cup / glass,
lesson_t9_v5,bao nhiêu tiền,how much money,
lesson_t9_v6,ngàn,thousand,
lesson_t9_v7,bán,to sell,
lesson_t10_d0,"Xin chào, tôi tên là Minh. Còn bạn tên gì?","Hello, my name is Minh. And what's your name?",
lesson_t10_d1,"Chào Minh, tôi tên là Lan. Rất vui được gặp bạn.","Hi Minh, my name is Lan. Very nice to meet you.",
lesson_t10_d2,Bạn đến từ đâu vậy?,Where are you from?,
lesson_t10_d3,"Tôi đến từ Hà Nội, còn bạn?","I'm from Hanoi, and you?",
lesson_t10_v0,tên,name,
lesson_t10_v1,rất vui được gặp bạn,nice to meet you,
lesson_t10_v2,đến từ,to come from,
lesson_t10_v3,quê,hometown,
lesson_t10_v4,giới thiệu,to introduce,
lesson_t10_v5,là,to be,
lesson_t10_v6,bạn,you / friend,
lesson_t10_v7,xin chào,hello (polite),
lesson_t11_d0,"Em ơi, cho anh tính tiền nha.","Excuse me, can I get the bill please.",
lesson_t11_d1,"Dạ được ạ, anh chờ em một chút.","Sure, please wait a moment.",
lesson_t11_d2,Tổng cộng bao nhiêu tiền vậy em?,How much is the total?,
lesson_t11_d3,"Dạ, tổng cộng là ba trăm nghìn đồng ạ.",The total is three hundred thousand dong.,
lesson_t11_v0,tính tiền,to calculate the bill / check please,
lesson_t11_v1,tổng cộng,total / altogether,
lesson_t11_v2,tiền,money,
lesson_t11_v3,chờ,to wait,
lesson_t11_v4,một chút,a moment / a little,
lesson_t11_v5,đồng,dong (Vietnamese currency),
lesson_t11_v6,bao nhiêu,how much / how many,
lesson_t11_v7,trăm nghìn,hundred thousand,
lesson_t12_d0,"Chào bạn, bạn tên là gì?","Hello, what is your name?",
lesson_t12_d1,Mình tên là Lan. Còn bạn?,My name is Lan. And you?,
lesson_t12_d2,Mình là Minh. Mình là người Mỹ.,I am Minh. I am American.,
lesson_t12_d3,Rất vui được gặp bạn.,Very nice to meet you.,
lesson_t12_v0,tên,name,
lesson_t12_v1,là,to be,
lesson_t12_v2,người,person,
lesson_t12_v3,còn,and / what about,
lesson_t12_v4,vui,happy / glad,
lesson_t12_v5,gặp,to meet,
lesson_t12_v6,bạn,friend / you,
lesson_t12_v7,mình,I / me (informal),
lesson_t13_d0,"Chào anh chị, mình có đặt bàn trước không ạ?","Hello, do you have a table reservation?",
lesson_t13_d1,"Dạ không, tụi em muốn ngồi bàn cho hai người.","No, we would like a table for two.",
lesson_t13_d2,"Dạ được, anh chị muốn ngồi trong nhà hay ngoài trời ạ?","Sure, would you like to sit inside or outside?",
lesson_t13_d3,"Cho tụi em ngồi ngoài trời nha, gần cửa sổ.","Let us sit outside, near the window please.",
lesson_t13_v0,đặt bàn,to reserve a table,
lesson_t13_v1,ngồi,to sit,
lesson_t13_v2,bàn,table,
lesson_t13_v3,trong nhà,inside,
lesson_t13_v4,ngoài trời,outside / outdoors,
lesson_t13_v5,cửa sổ,window,
lesson_t13_v6,gần,near,
lesson_t13_v7,hai người,two people,
lesson_t14_d0,Tháng sau bạn có đi du lịch không?,Are you traveling next month?,
lesson_t14_d1,"Có, mình sẽ đi Đà Nẵng với gia đình.","Yes, I will go to Da Nang with my family.",
lesson_t14_d2,Bạn sẽ đi mấy ngày?,How many days will you go for?,
lesson_t14_d3,Mình sẽ đi khoảng năm ngày.,I will go for about five days.,
lesson_t14_v0,du lịch,to travel / travel,
lesson_t14_v1,tháng sau,next month,
lesson_t14_v2,gia đình,family,
lesson_t14_v3,sẽ,will (future marker),
lesson_t14_v4,ngày,day,
lesson_t14_v5,khoảng,about / approximately,
lesson_t14_v6,đi,to go,
lesson_t14_v7,chuyến đi,trip,
lesson_t15_d0,Cuối tuần này bạn định làm gì?,What are you planning to do this weekend?,
lesson_t15_d1,Mình định đi xem phim với bạn bè.,I'm planning to go watch a movie with friends.,
lesson_t15_d2,"Nghe hay đó, mấy giờ bạn đi?","Sounds fun, what time are you going?",
lesson_t15_d3,"Khoảng bảy giờ tối, bạn muốn đi cùng không?","Around seven in the evening, do you want to come along?",
lesson_t15_v0,cuối tuần,weekend,
lesson_t15_v1,định,to plan / intend to,
lesson_t15_v2,xem phim,to watch a movie,
lesson_t15_v3,bạn bè,friends,
lesson_t15_v4,mấy giờ,what time,
lesson_t15_v5,tối,evening / night,
lesson_t15_v6,đi cùng,to go along / go together,
lesson_t15_v7,hay,interesting / fun,
lesson_t16_d0,"Xin lỗi, cho tôi hỏi đường đến chợ Bến Thành đi thế nào ạ?","Excuse me, could you tell me how to get to Ben Thanh Market?",
lesson_t16_d1,"Dạ, anh đi thẳng đường này, đến ngã tư thì rẽ trái.","Sure, go straight down this street, and turn left at the intersection.",
lesson_t16_d2,Rẽ trái rồi đi bao xa nữa ạ?,"After turning left, how much farther do I go?",
lesson_t16_d3,Đi khoảng năm trăm mét là tới nơi.,Go about five hundred meters and you'll arrive.,
lesson_t16_v0,đường,street / way,
lesson_t16_v1,đi thẳng,go straight,
lesson_t16_v2,rẽ trái,turn left,
lesson_t16_v3,rẽ phải,turn right,
lesson_t16_v4,ngã tư,intersection,
lesson_t16_v5,xa,far,
lesson_t16_v6,gần,near,
lesson_t16_v7,xin lỗi,excuse me / sorry,
lesson_t17_d0,Tại sao bạn học tiếng Việt vậy?,Why are you learning Vietnamese?,
lesson_t17_d1,Vì mình muốn nói chuyện với bạn bè người Việt.,Because I want to talk with Vietnamese friends.,
lesson_t17_d2,Còn mình thì học vì mình thích văn hóa Việt Nam.,"As for me, I'm learning because I like Vietnamese culture.",
lesson_t17_d3,Học tiếng Việt khó nhưng rất thú vị.,Learning Vietnamese is hard but very interesting.,
lesson_t17_v0,tại sao,why,
lesson_t17_v1,học,to learn / study,
lesson_t17_v2,tiếng Việt,Vietnamese language,
lesson_t17_v3,vì,because,
lesson_t17_v4,văn hóa,culture,
lesson_t17_v5,khó,difficult,
lesson_t17_v6,thú vị,interesting,
lesson_t17_v7,nói chuyện,to talk / converse,
lesson_t18_d0,Bạn thích ăn món gì nhất?,What dish do you like to eat the most?,
lesson_t18_d1,Mình thích ăn phở nhất. Còn bạn?,I like pho the most. What about you?,
lesson_t18_d2,Mình thích bún chả và gỏi cuốn.,I like bun cha and spring rolls.,
lesson_t18_d3,"Nghe ngon quá, mai đi ăn chung nhé!","That sounds delicious, let's go eat together tomorrow!",
lesson_t18_v0,món ăn,dish / food,
lesson_t18_v1,phở,pho (noodle soup),
lesson_t18_v2,bún chả,bun cha (grilled pork with noodles),
lesson_t18_v3,gỏi cuốn,fresh spring rolls,
lesson_t18_v4,ngon,delicious,
lesson_t18_v5,thích,to like,
lesson_t18_v6,nhất,most,
lesson_t18_v7,ăn chung,to eat together,
lesson_t19_d0,Gia đình bạn có mấy người?,How many people are in your family?,
lesson_t19_d1,"Gia đình mình có bốn người: bố mẹ, mình và em gái.","My family has four people: mom, dad, me, and my younger sister.",
lesson_t19_d2,Bạn có anh chị em nào khác không?,Do you have any other siblings?,
lesson_t19_d3,"Không, mình chỉ có một em gái thôi.","No, I only have one younger sister.",
lesson_t19_v0,gia đình,family,
lesson_t19_v1,bố,father / dad,
lesson_t19_v2,mẹ,mother / mom,
lesson_t19_v3,anh chị em,siblings,
lesson_t19_v4,em gái,younger sister,
lesson_t19_v5,anh trai,older brother,
lesson_t19_v6,có,to have,
lesson_t19_v7,mấy người,how many people,
lesson_t20_d0,"Chào chị, chị muốn uống gì ạ?","Hello, what would you like to drink?",
lesson_t20_d1,Cho tôi một ly cà phê sữa đá.,Give me an iced milk coffee.,
lesson_t20_d2,"Dạ, chị có muốn ăn thêm bánh ngọt không?",Would you also like to eat a pastry?,
lesson_t20_d3,"Có, cho tôi một cái bánh croissant nữa nhé.","Yes, give me a croissant too.",
lesson_t20_v0,cà phê sữa đá,iced milk coffee,
lesson_t20_v1,ly,cup / glass,
lesson_t20_v2,bánh ngọt,pastry,
lesson_t20_v3,gọi món,to order (food),
lesson_t20_v4,thực đơn,menu,
lesson_t20_v5,nóng,hot,
lesson_t20_v6,đá,ice,
lesson_t20_v7,thêm,more / additional,
lesson_t21_d0,Cuối tuần bạn thường làm gì?,What do you usually do on weekends?,
lesson_t21_d1,Mình thích đọc sách và nghe nhạc. Còn bạn?,I like reading books and listening to music. And you?,
lesson_t21_d2,"Mình thích chơi thể thao, nhất là đá bóng.","I like playing sports, especially soccer.",
lesson_t21_d3,Nghe hay đó! Khi nào rảnh mình đi chơi cùng nhé.,That sounds fun! Let's hang out together sometime when we're free.,
lesson_t21_v0,cuối tuần,weekend,
lesson_t21_v1,rảnh,free (time),
lesson_t21_v2,thích,to like,
lesson_t21_v3,đọc sách,to read books,
lesson_t21_v4,nghe nhạc,to listen to music,
lesson_t21_v5,chơi thể thao,to play sports,
lesson_t21_v6,đá bóng,soccer / football,
lesson_t21_v7,sở thích,hobby,
lesson_t22_d0,Hôm nay thời tiết thế nào?,How is the weather today?,
lesson_t22_d1,Trời nắng nhưng hơi nóng. Chiều nay có thể mưa.,It's sunny but a bit hot. It might rain this afternoon.,
lesson_t22_d2,Mùa này ở đây mưa nhiều lắm phải không?,"It rains a lot here this season, doesn't it?",
lesson_t22_d3,"Đúng rồi, mùa mưa thường kéo dài đến tháng mười.","That's right, the rainy season usually lasts until October.",
lesson_t22_v0,thời tiết,weather,
lesson_t22_v1,trời nắng,sunny,
lesson_t22_v2,nóng,hot,
lesson_t22_v3,mưa,rain,
lesson_t22_v4,mùa,season,
lesson_t22_v5,lạnh,cold,
lesson_t22_v6,gió,wind,
lesson_t22_v7,mùa mưa,rainy season,
lesson_t23_d0,"Xin lỗi, bạn có thể giúp mình một chút được không?","Excuse me, could you help me for a moment?",
lesson_t23_d1,"Được chứ, bạn cần gì?","Sure, what do you need?",
lesson_t23_d2,"Mình bị lạc đường, bạn biết bưu điện ở đâu không?","I'm lost, do you know where the post office is?",
lesson_t23_d3,"Biết chứ, đi thẳng rồi rẽ trái là tới.","Sure, go straight then turn left and you'll get there.",
lesson_t23_v0,xin lỗi,excuse me / sorry,
lesson_t23_v1,giúp,to help,
lesson_t23_v2,một chút,a little / a moment,
lesson_t23_v3,cần,to need,
lesson_t23_v4,bị lạc đường,to be lost,
lesson_t23_v5,bưu điện,post office,
lesson_t23_v6,đi thẳng,go straight,
lesson_t23_v7,rẽ trái,turn left,
lesson_t24_d0,"Chị ơi, cái áo này có size lớn hơn không?","Excuse me, does this shirt come in a bigger size?",
lesson_t24_d1,"Dạ có, anh muốn màu gì ạ?","Yes, what color would you like?",
lesson_t24_d2,"Cho mình màu xanh, mình cũng muốn thử luôn.","Give me the blue one, I'd also like to try it on.",
lesson_t24_d3,"Dạ được, phòng thử đồ ở phía sau ạ.","Sure, the fitting room is in the back.",
lesson_t24_v0,áo,shirt / top,
lesson_t24_v1,size,size,
lesson_t24_v2,lớn hơn,bigger,
lesson_t24_v3,màu,color,
lesson_t24_v4,xanh,blue / green,
lesson_t24_v5,thử,to try on,
lesson_t24_v6,phòng thử đồ,fitting room,
lesson_t24_v7,quần,pants,
lesson_t25_d0,"Alo, mình muốn đặt lịch hẹn khám bệnh vào thứ Sáu được không?","Hello, I'd like to schedule a doctor's appointment for Friday, is that possible?",
lesson_t25_d1,"Dạ được, anh muốn hẹn lúc mấy giờ ạ?","Yes, what time would you like the appointment?",
lesson_t25_d2,Khoảng chín giờ sáng được không?,Would around 9am work?,
lesson_t25_d3,"Dạ được, hẹn gặp anh vào chín giờ sáng thứ Sáu nhé.","Sure, see you at 9am on Friday.",
lesson_t25_v0,đặt lịch hẹn,to make an appointment,
lesson_t25_v1,khám bệnh,medical checkup,
lesson_t25_v2,thứ Sáu,Friday,
lesson_t25_v3,lúc mấy giờ,at what time,
lesson_t25_v4,giờ,hour / o'clock,
lesson_t25_v5,sáng,morning,
lesson_t25_v6,hẹn gặp,to meet up / appointment,
lesson_t25_v7,lịch,schedule,
lesson_t26_d0,Nhà bạn ở đâu vậy?,Where is your house?,
lesson_t26_d1,Nhà mình ở gần trung tâm thành phố.,My house is near the city center.,
lesson_t26_d2,Nhà bạn có mấy phòng ngủ?,How many bedrooms does your house have?,
lesson_t26_d3,Nhà mình có ba phòng ngủ và một phòng khách rộng.,My house has three bedrooms and a spacious living room.,
lesson_t26_v0,nhà,house / home,
lesson_t26_v1,phòng ngủ,bedroom,
lesson_t26_v2,phòng khách,living room,
lesson_t26_v3,gần,near,
lesson_t26_v4,trung tâm thành phố,city center,
lesson_t26_v5,rộng,spacious,
lesson_t26_v6,ở,to live / be located,
lesson_t26_v7,mấy,how many (small number),
lesson_t27_d0,Bạn làm nghề gì vậy?,What do you do for work?,
lesson_t27_d1,"Mình là kỹ sư, làm việc ở một công ty phần mềm.","I'm an engineer, I work at a software company.",
lesson_t27_d2,Công việc của bạn có bận không?,Is your job busy?,
lesson_t27_d3,"Bận lắm, mình thường làm việc đến bảy giờ tối.","Very busy, I usually work until seven in the evening.",
lesson_t27_v0,nghề,job / profession,
lesson_t27_v1,kỹ sư,engineer,
lesson_t27_v2,công ty,company,
lesson_t27_v3,phần mềm,software,
lesson_t27_v4,công việc,work / job,
lesson_t27_v5,bận,busy,
lesson_t27_v6,làm việc,to work,
lesson_t27_v7,đồng nghiệp,colleague,
lesson_t28_d0,"Xin lỗi, xe buýt số mười đi đâu vậy?","Excuse me, where does bus number ten go?",
lesson_t28_d1,Xe này đi đến trung tâm thành phố.,This bus goes to the city center.,
lesson_t28_d2,Vé xe buýt giá bao nhiêu vậy?,How much is a bus ticket?,
lesson_t28_d3,"Dạ, bảy ngàn đồng một vé thôi ạ.",It's just seven thousand dong per ticket.,
lesson_t28_v0,xe buýt,bus,
lesson_t28_v1,vé,ticket,
lesson_t28_v2,trạm xe buýt,bus stop,
lesson_t28_v3,ga tàu,train station,
lesson_t28_v4,giá,price,
lesson_t28_v5,xuống xe,to get off (a vehicle),
lesson_t28_v6,lên xe,to get on (a vehicle),
lesson_t28_v7,số,number,
lesson_t29_d0,"Chào bác sĩ, tôi bị đau đầu và ho mấy ngày nay.","Hello doctor, I've had a headache and cough for a few days.",
lesson_t29_d1,Chị có bị sốt không?,Do you have a fever?,
lesson_t29_d2,"Dạ có, tôi bị sốt nhẹ từ hôm qua.","Yes, I've had a mild fever since yesterday.",
lesson_t29_d3,"Chị nên uống nhiều nước và nghỉ ngơi, tôi sẽ kê thuốc cho chị.","You should drink lots of water and rest, I'll prescribe you some medicine.",
lesson_t29_v0,bác sĩ,doctor,
lesson_t29_v1,đau đầu,headache,
lesson_t29_v2,ho,cough,
lesson_t29_v3,sốt,fever,
lesson_t29_v4,thuốc,medicine,
lesson_t29_v5,nghỉ ngơi,to rest,
lesson_t29_v6,khám bệnh,to see a doctor / examine,
lesson_t29_v7,triệu chứng,symptom,
lesson_t30_d0,"Bạn có vẻ buồn quá, có chuyện gì vậy?","You seem really sad, what's going on?",
lesson_t30_d1,Mình vừa mất việc làm tuần trước.,I just lost my job last week.,
lesson_t30_d2,"Ồ, mình rất tiếc khi nghe vậy. Bạn ổn không?","Oh, I'm really sorry to hear that. Are you okay?",
lesson_t30_d3,"Cảm ơn bạn đã quan tâm, mình sẽ ổn thôi.","Thanks for caring, I'll be okay.",
lesson_t30_v0,buồn,sad,
lesson_t30_v1,tiếc,regret / sorry to hear,
lesson_t30_v2,quan tâm,to care / be concerned,
lesson_t30_v3,mất việc,to lose a job,
lesson_t30_v4,an ủi,to comfort,
lesson_t30_v5,giúp đỡ,to help,
lesson_t30_v6,ổn,okay / fine,
lesson_t30_v7,chuyện,matter / issue,
lesson_t31_d0,"Chào chị, em muốn hỏi thuê phòng còn trống không ạ?","Hello, I'd like to ask if you have a room available to rent.",
lesson_t31_d1,"Dạ còn, em muốn thuê phòng một người hay hai người?","Yes, we do. Do you want a room for one person or two people?",
lesson_t31_d2,"Dạ một người thôi, giá bao nhiêu một tháng ạ?",Just one person. How much is it per month?,
lesson_t31_d3,"Năm triệu một tháng, đã có nước và điện rồi ạ.","Five million per month, water and electricity are already included.",
lesson_t31_v0,thuê,to rent,
lesson_t31_v1,phòng,room,
lesson_t31_v2,còn trống,available / vacant,
lesson_t31_v3,giá,price,
lesson_t31_v4,tháng,month,
lesson_t31_v5,nước,water,
lesson_t31_v6,điện,electricity,
lesson_t31_v7,đặt phòng,to book a room,
lesson_t32_d0,"Chào chị, em muốn gửi bưu kiện này đi Hà Nội ạ.","Hello, I'd like to send this package to Hanoi.",
lesson_t32_d1,"Dạ, chị muốn gửi nhanh hay gửi thường?",Would you like express or regular shipping?,
lesson_t32_d2,"Cho em gửi nhanh, mất mấy ngày ạ?","Express shipping please, how many days will it take?",
lesson_t32_d3,"Dạ khoảng hai ngày, tổng cộng năm mươi nghìn đồng ạ.","About two days, the total is fifty thousand dong.",
lesson_t32_v0,gửi,to send,
lesson_t32_v1,bưu kiện,package / parcel,
lesson_t32_v2,thư,letter,
lesson_t32_v3,tem,stamp,
lesson_t32_v4,nhanh,fast / express,
lesson_t32_v5,thường,regular / normal,
lesson_t32_v6,địa chỉ,address,
lesson_t32_v7,tổng cộng,in total,
lesson_t33_d0,"Chào anh, em muốn mở tài khoản ngân hàng ạ.","Hello, I'd like to open a bank account.",
lesson_t33_d1,"Dạ được, anh chị cho em xem chứng minh thư nhé.","Sure, could you show me your ID please.",
lesson_t33_d2,"Dạ đây, em cũng muốn gửi tiền vào tài khoản luôn.",Here you go. I'd also like to deposit money into the account right away.,
lesson_t33_d3,"Dạ, anh muốn gửi bao nhiêu tiền ạ?","Sure, how much money would you like to deposit?",
lesson_t33_v0,ngân hàng,bank,
lesson_t33_v1,tài khoản,account,
lesson_t33_v2,mở tài khoản,to open an account,
lesson_t33_v3,gửi tiền,to deposit money,
lesson_t33_v4,rút tiền,to withdraw money,
lesson_t33_v5,chứng minh thư,ID card,
lesson_t33_v6,tiền mặt,cash,
lesson_t33_v7,chuyển khoản,to transfer money,
lesson_t34_d0,"Chào anh, hôm nay anh muốn cắt tóc kiểu gì ạ?","Hello, what style would you like your hair cut today?",
lesson_t34_d1,"Cắt ngắn giúp em, hai bên với sau gáy nhé.","Cut it short please, the sides and the back of the neck.",
lesson_t34_d2,"Dạ, anh có muốn gội đầu trước không?","Sure, would you like to wash your hair first?",
lesson_t34_d3,"Dạ có, cảm ơn chị nhiều.","Yes please, thank you very much.",
lesson_t34_v0,cắt tóc,to cut hair / haircut,
lesson_t34_v1,tóc,hair,
lesson_t34_v2,ngắn,short,
lesson_t34_v3,dài,long,
lesson_t34_v4,gội đầu,to wash hair,
lesson_t34_v5,hai bên,the two sides,
lesson_t34_v6,sau gáy,back of the neck,
lesson_t34_v7,tiệm cắt tóc,hair salon,
lesson_t35_d0,"Cho em hỏi, sữa tươi ở khu nào ạ?","Excuse me, which aisle is the fresh milk in?",
lesson_t35_d1,"Dạ, sữa tươi ở khu bên kia, gần quầy rau.","The fresh milk is over there, near the vegetable section.",
lesson_t35_d2,"Cảm ơn chị, cho em thanh toán luôn nhé.","Thank you, I'd like to check out now please.",
